Reference,Protocol,Brand,LensMount,ManufacturerURL,Remark,Type,Cable,SupportURL,Message,MaxDelayToComplete,ControlCoverage,Bidirectionnal,Selected,Number,Lens,Network,Base,CameraLensCategory,lensControl,lensType,lensMotor
PX270,Panasonic P2,Panasonic,LNE-Mount,,,Shoulder Camcorder,CY-CBL-6P-PAN-10P,https://support.cyanview.com/docs/Integrations/Panasonic/P2,,500.0,2.0,,False,0,Fixed,LAN Wired,Fixed,Broadcast,No Need,B4-Mount,No extra motors
PX380,Panasonic P2,Panasonic,LNE-Mount,,,Shoulder Camcorder,CY-CBL-6P-PAN-10P,https://support.cyanview.com/docs/Integrations/Panasonic/P2,,500.0,2.0,,False,0,Fixed,LAN Wired,Fixed,Broadcast,No Need,B4-Mount,No extra motors
PX5000,Panasonic P2,Panasonic,LNE-Mount,,,Shoulder Camcorder,CY-CBL-6P-PAN-10P,https://support.cyanview.com/docs/Integrations/Panasonic/P2,,500.0,2.0,,False,0,Fixed,LAN Wired,Fixed,Broadcast,No Need,B4-Mount,No extra motors
PX800,Panasonic P2,Panasonic,LNE-Mount,,,Shoulder Camcorder,CY-CBL-6P-PAN-10P,https://support.cyanview.com/docs/Integrations/Panasonic/P2,,500.0,2.0,,False,0,Fixed,LAN Wired,Fixed,Broadcast,No Need,B4-Mount,No extra motors
AKUB300,Panasonic P2,Panasonic,LNE-Mount,,,Shoulder Camcorder,CY-CBL-6P-PAN-10P,https://support.cyanview.com/docs/Integrations/Panasonic/P2,,500.0,2.0,,False,0,Fixed,LAN Wired,Fixed,Broadcast,No Need,B4-Mount,No extra motors
P2Serial,Panasonic P2,Panasonic,LNE-Mount,,,Shoulder Camcorder,CY-CBL-6P-PAN-10P,https://support.cyanview.com/docs/Integrations/Panasonic/P2,,500.0,2.0,,False,0,Fixed,LAN Wired,Fixed,Broadcast,No Need,B4-Mount,No extra motors
UC3400,Panasonic UC,Panasonic,B4-Mount,https://eu.connect.panasonic.com/gb/en/broadcast-proav/studio-cameras/ak-uc3300,,Shoulder Camcorder,Ethernet-RJ45,Planned to be documented  202405,UC4000 very well covered,500.0,2.0,,False,0,Fixed,LAN Wired,Fixed,Broadcast,No Need,B4-Mount,No extra motors
UC4000,Panasonic UC,Panasonic,B4-Mount,https://eu.connect.panasonic.com/be/fr/products/broadcast-proav/ak-uc4000,,Shoulder Camcorder,Ethernet-RJ45,Planned to be documented  202405,UC4000 very well covered,500.0,2.0,,False,0,Fixed,LAN Wired,Fixed,Broadcast,No Need,B4-Mount,No extra motors
Dvx200,Not still documented,Panasonic,No-Xchange-Motorized,,,TBD,Undefined,https://support.cyanview.com/docs/Integrations,,,,,False,0,Fixed,LAN Wired,Fixed,TBD,No Need,Manual,No extra motors
PanaStudio,Not still documented,Panasonic,L-Mount,,,TBD,Undefined,https://support.cyanview.com/docs/Integrations,,,,,False,0,Fixed,LAN Wired,Fixed,TBD,No Need,Manual,No extra motors
RedKomodo,Red IP,RED,RF-Mount,,,CineStyle,IP-to-USB-C,https://support.cyanview.com/docs/Integrations/RED/Komodo,,500.0,4.0,,False,0,Fixed,LAN Wired,Fixed,Cine Interchangeable,No Need,TBD,TBD
VRaptor,Red IP,RED,EF-Mount,,,CineStyle,IP-to-USB-C,https://support.cyanview.com/docs/Integrations/RED/Komodo,,500.0,4.0,,False,0,Fixed,LAN Wired,Fixed,Cine Interchangeable,No Need,TBD,TBD
Roboshot 20/40 UHD,Not still documented,RoboSHOT,No-Xchange-Motorized,,,TBD,Undefined,https://support.cyanview.com/docs/Integrations,,,,,False,0,Fixed,LAN Wired,Fixed,TBD,No Need,Manual,No extra motors
PivotCam,Not still documented,ROSS,No-Xchange-Motorized,,,TBD,Undefined,https://support.cyanview.com/docs/Integrations,,,,,False,0,Fixed,LAN Wired,Fixed,TBD,No Need,Manual,No extra motors
FCB-7520,Sony Visca,Sony,No-Xchange-Motorized,,,BBlock,CY-CBL-6P-FAN100,https://support.cyanview.com/docs/Integrations/Sony/SonyFCB,,500.0,2.0,,False,0,Fixed,LAN Wired,Fixed,Broadcast,No Need,B4-Mount,No extra motors
FCB-8230,Sony Visca,Sony,No-Xchange-Motorized,,,BBlock,CY-CBL-6P-FAN100,https://support.cyanview.com/docs/Integrations/Sony/SonyFCB,,500.0,2.0,,False,0,Fixed,LAN Wired,Fixed,Broadcast,No Need,B4-Mount,No extra motors
FCB-8550,Sony Visca,Sony,No-Xchange-Motorized,,,BBlock,CY-CBL-6P-FAN100,https://support.cyanview.com/docs/Integrations/Sony/SonyFCB,,500.0,2.0,,False,0,Fixed,LAN Wired,Fixed,Broadcast,No Need,B4-Mount,No extra motors
FCBH11,Sony Visca,Sony,No-Xchange-Motorized,,,BBlock,CY-CBL-6P-FAN100,https://support.cyanview.com/docs/Integrations/Sony/SonyFCB,,500.0,2.0,,False,0,Fixed,LAN Wired,Fixed,Broadcast,No Need,B4-Mount,No extra motors
SonyBurano,Sony Burano,Sony,PL-Mount,,,CineStyle,Ethernet-RJ45,https://support.cyanview.com/docs/Integrations/Sony/SonyBurano,,500.0,2.0,,False,0,Fixed,LAN Wired,Fixed,Cine Interchangeable,No Need,TBD,TBD
ILME-FX6,Sony FX6,Sony,E-Mount,https://pro.sony/products/handheld-camcorders/ilme-fx6,,CineStyle,IP-to-USB-C,https://support.cyanview.com/docs/Integrations/Sony/SonyFX6,,500.0,2.0,,False,0,Fixed,LAN Wired,Fixed,Cine Interchangeable,No Need,TBD,TBD
PXW-FX9+XDCA,Sony FX9-XDCA,Sony,E-Mount,https://pro.sony/products/handheld-camcorders/pxw-fx9,,CineStyle,XDCA back,https://support.cyanview.com/docs/Integrations/Sony/SonyFX9,,500.0,5.0,,False,0,Fixed,LAN Wired,Fixed,Cine Interchangeable,No Need,TBD,TBD
PXW-FX9,Sony CBM,Sony,E-Mount,https://pro.sony/products/handheld-camcorders/pxw-fx9,,CineStyle,WiFi,https://support.cyanview.com/docs/Integrations/Sony/SonyCBM,,500.0,2.0,,False,0,Fixed,LAN Wired,Fixed,Cine Interchangeable,No Need,TBD,TBD
Venice 1,Sony Venice,Sony,PL-Mount,,,CineStyle,Ethernet-RJ45,https://support.cyanview.com/docs/Integrations/Sony/SonyVenice,,500.0,2.0,,False,0,Fixed,LAN Wired,Fixed,Cine Interchangeable,No Need,TBD,TBD
Venice 2,Sony Venice,Sony,PL-Mount,,,CineStyle,Ethernet-RJ45,https://support.cyanview.com/docs/Integrations/Sony/SonyVenice,,500.0,2.0,,False,0,Fixed,LAN Wired,Fixed,Cine Interchangeable,No Need,TBD,TBD
VeniceCBM,Sony Venice,Sony,PL-Mount,,,CineStyle,Ethernet-RJ45,https://support.cyanview.com/docs/Integrations/Sony/SonyVenice,,500.0,2.0,,False,0,Fixed,LAN Wired,Fixed,Cine Interchangeable,No Need,TBD,TBD
Venice700,Sony Venice,Sony,PL-Mount,,,CineStyle,Ethernet-RJ45,https://support.cyanview.com/docs/Integrations/Sony/SonyVenice,,500.0,2.0,,False,0,Fixed,LAN Wired,Fixed,Cine Interchangeable,No Need,TBD,TBD
PXW-Z280,Sony CBM,Sony,No-Xchange-Motorized,https://pro.sony/products/handheld-camcorders/pxw-z280,,CineStyle,WiFi,https://support.cyanview.com/docs/Integrations/Sony/SonyCBM,,500.0,2.0,,False,0,Fixed,LAN Wired,Fixed,Cine Interchangeable,No Need,TBD,TBD
PXW-Z750-CBM,Sony CBM,Sony,B4-Mount,https://pro.sony/products/shoulder-camcorders/pxw-z750,,CineStyle,WiFi,https://support.cyanview.com/docs/Integrations/Sony/SonyCBM,,500.0,2.0,,False,0,Fixed,LAN Wired,Fixed,Cine Interchangeable,No Need,TBD,TBD
PXW-FS5,Sony Lanc,Sony,E-Mount,https://pro.sony/products/handheld-camcorders/pxw-fs5,,Handheld Camcorder,CY-CBL-6P-LANC-2,https://support.cyanview.com/docs/Integrations/Sony/SonyLanc,,500.0,1.0,No,False,0,Fixed,LAN Wired,Fixed,IZF Integrated,IZF,Camera Integrated,No extra motors
PXW-FS7,Sony Lanc,Sony,E-Mount,https://pro.sony/products/handheld-camcorders/pxw-fx9,,Handheld Camcorder,CY-CBL-6P-LANC-2,https://support.cyanview.com/docs/Integrations/Sony/SonyLanc,,500.0,1.0,No,False,0,Fixed,LAN Wired,Fixed,IZF Integrated,IZF,Camera Integrated,No extra motors
ILME-FX6,Sony Lanc,Sony,E-Mount,https://pro.sony/products/handheld-camcorders/ilme-fx6,,Handheld Camcorder,CY-CBL-6P-LANC-2,https://support.cyanview.com/docs/Integrations/Sony/SonyLanc,,500.0,1.0,No,False,0,Fixed,LAN Wired,Fixed,IZF Integrated,IZF,Camera Integrated,No extra motors
SonyLanc,Sony Lanc,Sony,B4-Mount,,,Handheld Camcorder,CY-CBL-6P-LANC-2,https://support.cyanview.com/docs/Integrations/Sony/SonyLanc,,500.0,1.0,No,False,0,Fixed,LAN Wired,Fixed,IZF Integrated,IZF,Camera Integrated,No extra motors
PXW-Z190,Sony Lanc,Sony,No-Xchange-Motorized,https://pro.sony/products/handheld-camcorders/pxw-z190#ProductSpecificationsBBlock-pxw-z190,,Handheld Camcorder,CY-CBL-6P-LANC-2,https://support.cyanview.com/docs/Integrations/Sony/SonyLanc,,500.0,1.0,No,False,0,Fixed,LAN Wired,Fixed,IZF Integrated,IZF,Camera Integrated,No extra motors
Alpha SonyMirrorless,Sony Mirrorless,Sony,E-Mount,,,Mirrorless,USB-A-to-USB-C,https://support.cyanview.com/docs/Integrations/Sony/SonyMirrorless,,500.0,2.0,,False,0,Fixed,LAN Wired,Fixed,Cine Interchangeable,No Need,TBD,TBD
ILCE-7CR,Sony Mirrorless,Sony,E-Mount,,,Mirrorless,USB-A-to-USB-C,https://support.cyanview.com/docs/Integrations/Sony/SonyMirrorless,,500.0,2.0,,False,0,Fixed,LAN Wired,Fixed,Cine Interchangeable,No Need,TBD,TBD
ILCE-7M4,Sony Mirrorless,Sony,E-Mount,,,Mirrorless,USB-A-to-USB-C,https://support.cyanview.com/docs/Integrations/Sony/SonyMirrorless,,500.0,2.0,,False,0,Fixed,LAN Wired,Fixed,Cine Interchangeable,No Need,TBD,TBD
ILCE-7RM4A,Sony Mirrorless,Sony,E-Mount,,,Mirrorless,USB-A-to-USB-C,https://support.cyanview.com/docs/Integrations/Sony/SonyMirrorless,,500.0,2.0,,False,0,Fixed,LAN Wired,Fixed,Cine Interchangeable,No Need,TBD,TBD
ILCE-7RM5,Sony Mirrorless,Sony,E-Mount,,,Mirrorless,USB-A-to-USB-C,https://support.cyanview.com/docs/Integrations/Sony/SonyMirrorless,,500.0,2.0,,False,0,Fixed,LAN Wired,Fixed,Cine Interchangeable,No Need,TBD,TBD
ILCE-7C,Sony Mirrorless,Sony,E-Mount,,,Mirrorless,USB-A-to-USB-C,https://support.cyanview.com/docs/Integrations/Sony/SonyMirrorless,,500.0,2.0,,False,0,Fixed,LAN Wired,Fixed,Cine Interchangeable,No Need,TBD,TBD
ILCE-7CM2,Sony Mirrorless,Sony,E-Mount,,,Mirrorless,USB-A-to-USB-C,https://support.cyanview.com/docs/Integrations/Sony/SonyMirrorless,,500.0,2.0,,False,0,Fixed,LAN Wired,Fixed,Cine Interchangeable,No Need,TBD,TBD
ILCE-7SM3,Sony Mirrorless,Sony,E-Mount,,,Mirrorless,USB-A-to-USB-C,https://support.cyanview.com/docs/Integrations/Sony/SonyMirrorless,,500.0,2.0,,False,0,Fixed,LAN Wired,Fixed,Cine Interchangeable,No Need,TBD,TBD
ILCE-9M2,Sony Mirrorless,Sony,E-Mount,,,Mirrorless,USB-A-to-USB-C,https://support.cyanview.com/docs/Integrations/Sony/SonyMirrorless,,500.0,2.0,,False,0,Fixed,LAN Wired,Fixed,Cine Interchangeable,No Need,TBD,TBD
ILCE-1,Sony Mirrorless,Sony,E-Mount,,,Mirrorless,USB-A-to-USB-C,https://support.cyanview.com/docs/Integrations/Sony/SonyMirrorless,,500.0,2.0,,False,0,Fixed,LAN Wired,Fixed,Cine Interchangeable,No Need,TBD,TBD
ILME-FX3,Sony Mirrorless,Sony,E-Mount,https://pro.sony/products/handheld-camcorders/ilme-fx3,,Mirrorless,USB-A-to-USB-C,https://support.cyanview.com/docs/Integrations/Sony/SonyMirrorless,,500.0,2.0,,False,0,Fixed,LAN Wired,Fixed,Cine Interchangeable,No Need,TBD,TBD
ILME-FX30,Sony Mirrorless,Sony,E-Mount,https://pro.sony/products/handheld-camcorders/ilme-fx30,,Mirrorless,USB-A-to-USB-C,https://support.cyanview.com/docs/Integrations/Sony/SonyMirrorless,,500.0,2.0,,False,0,Fixed,LAN Wired,Fixed,Cine Interchangeable,No Need,TBD,TBD
DSC-RX0M2,Sony Mirrorless,Sony,Unknown,https://www.sony.co.uk/electronics/cyber-shot-compact-cameras/dsc-rx0m2,,Mirrorless,USB-A-to-USB-C,https://support.cyanview.com/docs/Integrations/Sony/SonyMirrorless,,500.0,2.0,,False,0,Fixed,LAN Wired,Fixed,Cine Interchangeable,No Need,TBD,TBD
ILCE-6700,Sony Mirrorless,Sony,Unknown,,,Mirrorless,USB-A-to-USB-C,https://support.cyanview.com/docs/Integrations/Sony/SonyMirrorless,,500.0,2.0,,False,0,Fixed,LAN Wired,Fixed,Cine Interchangeable,No Need,TBD,TBD
ZV E1,Sony Mirrorless,Sony,Unknown,,,Mirrorless,USB-A-to-USB-C,https://support.cyanview.com/docs/Integrations/Sony/SonyMirrorless,,500.0,2.0,,False,0,Fixed,LAN Wired,Fixed,Cine Interchangeable,No Need,TBD,TBD
BRCH800,Sony PTZ,Sony,No-Xchange-Motorized,,,PTZ,Ethernet-RJ45,https://support.cyanview.com/docs/Integrations/Sony/SonyPTZ,,500.0,5.0,,False,0,Fixed,LAN Wired,Fixed,IZF Integrated,IZF,Camera Integrated,No extra motors
BRCH900,Sony PTZ,Sony,No-Xchange-Motorized,,,PTZ,Ethernet-RJ45,https://support.cyanview.com/docs/Integrations/Sony/SonyPTZ,,500.0,5.0,,False,0,Fixed,LAN Wired,Fixed,IZF Integrated,IZF,Camera Integrated,No extra motors
BRCX1000,Sony PTZ,Sony,No-Xchange-Motorized,,,PTZ,Ethernet-RJ45,https://support.cyanview.com/docs/Integrations/Sony/SonyPTZ,,500.0,5.0,,False,0,Fixed,LAN Wired,Fixed,IZF Integrated,IZF,Camera Integrated,No extra motors
BRCX400,Sony PTZ,Sony,No-Xchange-Motorized,,,PTZ,Ethernet-RJ45,https://support.cyanview.com/docs/Integrations/Sony/SonyPTZ,,500.0,5.0,,False,0,Fixed,LAN Wired,Fixed,IZF Integrated,IZF,Camera Integrated,No extra motors
SonyFr7,Sony FR7,Sony,E-Mount,https://pro.sony/products/ptz-network-cameras/ilme-fr7,,PTZ,Ethernet-RJ45,https://support.cyanview.com/docs/Integrations/Sony/SonyFR7,,500.0,2.0,,False,0,Fixed,LAN Wired,Fixed,IZF Integrated,IZF,Camera Integrated,No extra motors
PDW-700,Sony 8-Pin,Sony,B4-Mount,https://pro.sony/products/shoulder-camcorders/pdw-700,,Shoulder Camcorder,CY-CBL-SONY-8P-03,https://support.cyanview.com/docs/Integrations/Sony/Sony8Pin,Our solutions offers the same color control than the Sony RCP,500.0,2.0,,False,0,Fixed,LAN Wired,Fixed,Broadcast,No Need,B4-Mount,No extra motors
PDW-F800,Sony 8-Pin,Sony,B4-Mount,https://pro.sony/ue_US/products/shoulder-camcorders/pdw-f800,"Sony 8-Pin pour CDC, Ethernet pour broadcast (Tally,……)",Shoulder Camcorder,CY-CBL-SONY-8P-03,https://support.cyanview.com/docs/Integrations/Sony/Sony8Pin,Our solutions offers the same color control than the Sony RCP,500.0,2.0,,False,0,Fixed,LAN Wired,Fixed,Broadcast,No Need,B4-Mount,No extra motors
PMW-EX3,Sony 8-Pin,Sony,No-Xchange-Motorized,,"Poor control, no zoom and focus control on that legacy protocol",Shoulder Camcorder,CY-CBL-SONY-8P-03,https://support.cyanview.com/docs/Integrations/Sony/Sony8Pin,Our solutions offers the same color control than the Sony RCP,500.0,2.0,,False,0,Fixed,LAN Wired,Fixed,Broadcast,No Need,B4-Mount,No extra motors
PXW-X350,Sony 8-Pin,Sony,No-Xchange-Motorized,https://pro.sony/products/handheld-camcorders/pxw-x350,,Shoulder Camcorder,CY-CBL-SONY-8P-03,https://support.cyanview.com/docs/Integrations/Sony/Sony8Pin,Our solutions offers the same color control than the Sony RCP,500.0,2.0,,False,0,Fixed,LAN Wired,Fixed,Broadcast,No Need,B4-Mount,No extra motors
PXW-X500,Sony 8-Pin,Sony,B4-Mount,https://pro.sony/products/shoulder-camcorders/pmw-500,"Sony 8-Pin pour CDC, Ethernet pour broadcast (Tally,……)",Shoulder Camcorder,CY-CBL-SONY-8P-03,https://support.cyanview.com/docs/Integrations/Sony/Sony8Pin,Our solutions offers the same color control than the Sony RCP,500.0,2.0,,False,0,Fixed,LAN Wired,Fixed,Broadcast,No Need,B4-Mount,No extra motors
PXW-Z750-Legacy,Sony 8-Pin,Sony,B4-Mount,https://pro.sony/products/shoulder-camcorders/pxw-z750,,Shoulder Camcorder,CY-CBL-SONY-8P-03,https://support.cyanview.com/docs/Integrations/Sony/Sony8Pin,Our solutions offers the same color control than the Sony RCP,500.0,2.0,,False,0,Fixed,LAN Wired,Fixed,Broadcast,No Need,B4-Mount,No extra motors
PXW-Z90,Not controllable,Sony,No-Xchange-Motorized,https://pro.sony/products/handheld-camcorders/pxw-z90,,TBD,Undefined,https://support.cyanview.com/docs/Integrations,This camera is not remotely controllable.,,0.0,,False,0,Fixed,LAN Wired,Fixed,TBD,No Need,Manual,No extra motors
HDC-P50,Not still documented,Sony,B4-Mount,https://pro.sony/products/4k-and-hd-camera-systems/hdc-p50,,TBD,Undefined,https://support.cyanview.com/docs/Integrations,,,,,False,0,Fixed,LAN Wired,Fixed,TBD,No Need,Manual,No extra motors
PMW-EX1,Not controllable,Sony,No-Xchange-Motorized,https://pro.sony/fr_CH/products/handheld-camcorders/pmw-ex1,,TBD,Undefined,https://support.cyanview.com/docs/Integrations,This camera is not remotely controllable.,,0.0,,False,0,Fixed,LAN Wired,Fixed,TBD,No Need,Manual,No extra motors
PXW-X200,Not compatible,Sony,No-Xchange-Motorized,https://pro.sony/fr_BE/products/handheld-camcorders/pxw-x200,,TBD,Undefined,https://support.cyanview.com/docs/Integrations,The camera protocol has not been integrated due to the low demand on this camera.,,0.0,,False,0,Fixed,LAN Wired,Fixed,TBD,No Need,Manual,No extra motors
Ikhd1,Not still documented,Toshiba,Unknown,,,TBD,Undefined,https://support.cyanview.com/docs/Integrations,,,,,False,0,Fixed,LAN Wired,Fixed,TBD,No Need,Manual,No extra motors
Ikhd5,Not still documented,Toshiba,Unknown,,,TBD,Undefined,https://support.cyanview.com/docs/Integrations,,,,,False,0,Fixed,LAN Wired,Fixed,TBD,No Need,Manual,No extra motors
PtzOptics,Not still documented,VHD,No-Xchange-Motorized,,,TBD,Undefined,https://support.cyanview.com/docs/Integrations,,,,,False,0,Fixed,LAN Wired,Fixed,TBD,No Need,Manual,No extra motors
PHD02XP,Not still documented,VisionResearch,Unknown,,,TBD,Undefined,https://support.cyanview.com/docs/Integrations,,,,,False,0,Fixed,LAN Wired,Fixed,TBD,No Need,Manual,No extra motors
VisionResearch,Not still documented,VisionResearch,B4-Mount,,,TBD,Undefined,https://support.cyanview.com/docs/Integrations,,,,,False,0,Fixed,LAN Wired,Fixed,TBD,No Need,Manual,No extra motors
Yushida,Not still documented,Yushida,No-Xchange-Motorized,https://www.microdvrcamera.com/product/Bullet-Full-HD-1080p-High-Speed-Auto-Focus-USB-Camera.html,,TBD,Undefined,https://support.cyanview.com/docs/Integrations,,,,,False,0,Fixed,LAN Wired,Fixed,TBD,No Need,Manual,No extra motors
